,code,desc
3216,B2462,Aux Heater Flame Out Fault 
3217,B2463,Aux Heater Overheat Fault 
3218,B2464,Aux Heater Start Time Exceeded 
3219,B2465,Aux Heater Start Counter Overrun/System Locked (same as below ?) 
3220,B2466,Aux Heater Overheat Counter Overrun/System Locked 
3221,B2467,Aux Heater Cool Down Time Exceeded (may be con to a453-5 ) 
3222,B2468,Aux Heater Coolant Pump Circuit Short to Ground 
3223,B2469,Aux Heater Coolant Pump Circuit Open 
3224,B2470,Interior Fan Control Circuit Short to Ground 
3225,B2471,Interior Fan Control Circuit Open 
3226,B2472,Fog Lamp Switch Failure 
3227,B2473,Passenger Door Disarm Switch ckt Short to Ground 
3228,B2474,Passenger Door Lock Switch Circuit Shorted to Ground 
3229,B2475,Passenger Door Unlock Switch Circuit Shorted to Ground 
3230,B2476,RADIO PRESENT SWITCH Ckt Failure 
3231,B2477,Module Configuration Failure 
3232,B2478,ANTI THEFT INPUT SIGNAL SHORT TO GROUND 
3233,B2479,BRAKE PARK SWITCH CIRCUIT SHORT TO GROUND 
3234,B2480,LF CORNER LAMP OUTPUT Ckt Short to Battery 
3235,B2481,Convertible Top Up/Down switch Fault 
3236,B2482,RF CORNER LAMP OUTPUT Ckt Short to Battery 
3237,B2483,Enable Signal Open Circuit 
3238,B2484,Disable Signal Short to Ground 
3239,B2485,LF SIDE REPEATER LAMP OUTPUT Ckt Short to Battery 
3240,B2487,RF SIDE REPEATER LAMP OUTPUT Ckt Short to Battery 
3241,B2489,UNDERHOOD LAMP OUTPUT CIRCUIT Failure 
3242,B2490,UNDERHOOD LAMP OUTPUT CIRCUIT Short to Battery 
3243,B2491,RF PARK LAMP OUTPUT CIRCUIT Short to Battery 
3244,B2492,Already Programmed (Test Mode DTC Only !!!) 
3245,B2493,LF PARK LAMP OUTPUT CIRCUIT Short to Battery 
3246,B2494,ANTI THEFT HORN OUTPUT CIRCUIT Short to Batt 
3247,B2495,ANTI THEFT HORN OUTPUT CIRCUIT Failure 
3248,B2496,ANTI THEFT HORN OUTPUT CIRCUIT Short to Gnd 
3249,B2499,COURTESY LAMP OUTPUT Failure 
3250,B2500,COURTESY LAMP OUTPUT Ckt Short to Battery 
3251,B2501,LF LAMP LOW BEAM CIRCUIT Failure 
3252,B2502,LF LAMP LOW BEAM CIRCUIT Short to Battery 
3253,B2503,RF LAMP LOW BEAM CIRCUIT Failure 
3254,B2504,RF LAMP LOW BEAM CIRCUIT Short to Battery 
3255,B2505,LF LAMP HIGH BEAM CIRCUIT Failure 
3256,B2506,LF LAMP HIGH BEAM CIRCUIT Short to Battery 
3257,B2507,RF LAMP HIGH BEAM CIRCUIT Failure 
3258,B2508,RF LAMP HIGH BEAM CIRCUIT Short to Battery 
3259,B2509,Rear Fog Lamp Switch Circuit Failure 
3260,B2510,Main Blower Motor Relay Circuit Short to Battery 
3261,B2511,Horn Output Relay Circuit Short to Battery 
3262,B2512,Front Fog Lamp Relay Ckt Short to Battery 
3263,B2513,Blower (Fan) Circuit Failure 
3264,B2514,Blower (Fan) Circuit Short to Vbatt 
3265,B2515,Heater Blower Relay Circuit Failure 
3266,B2516,Blower Control Circuit Failure 
3267,B2517,Emergency Power Off System Faulted 
3268,B2518,Compressor Overtemp Fault 
3269,B2519,High Mount Stop Lamp Circuit Failure 
3270,B2520,High Mount Stop Lamp Circuit Short to Battery 
3271,B2523,License Lamp Circuit Failure 
3272,B2524,License Lamp Circuit Short to Battery 
3273,B2525,Left Rear Backup Lamp Circuit Failure 
3274,B2526,Left Rear Backup Lamp Circuit Short to Battery 
3275,B2527,Left Rear Stop lamp Circuit Failure 
3276,B2528,Left Rear Stop lamp Circuit Short to Battery 
3277,B2529,Left Rear Turn Lamp Circuit Failure 
3278,B2530,Left Rear Turn Lamp Circuit Short to Battery 
3279,B2531,Right Rear Backup Lamp Circuit Failure 
3280,B2532,Right Rear Backup Lamp Circuit Short to Battery 
3281,B2533,Right Rear Stop lamp Circuit Failure 
3282,B2534,Right Rear Stop lamp Circuit Short to Battery 
3283,B2535,Right Rear Turn Lamp Circuit Failure 
3284,B2536,Right Rear Turn Lamp Circuit Short to Battery 
3285,B2539,Aux A/C Mode Position Reference Circuit Short to Ground 
3286,B2540,Aux A/C Mode Position Reference Circuit Short to Battery 
3287,B2543,Aux A/C Control Switch Reference Circuit Short to Ground 
3288,B2544,Aux A/C Control Switch Reference Circuit Short to Battery 
3289,B2545,System Power Relay Circuit Short to Battery 
3290,B2546,System Power Relay Circuit Failure 
3291,B2550,LAMP DOME OUTPUT Circuit Short to Ground 
3292,B2553,Disable Signal Output Circuit Short to Battery 
3293,B2554,LAMP DOME OUTPUT Circuit Failure 
3294,B2555,LAMP DOME OUTPUT Circuit Short to Battery 
3295,B2556,Enable Signal Circuit Short to Battery 
3296,B2557,Left Power Sliding Door Open/Close Output Circuit Short to Battery 
3297,B2558,Right Power Sliding Door Open/Close Output Circuit Short to Battery 
3298,B2559,Aux A/C Blower Motor Relay Circuit Short to Battery 
3299,B2560,Aux A/C Blower Motor Relay Circuit Short to Ground 
3300,B2561,Aux A/C Blower Speed 1 Circuit Failure 
3301,B2562,Aux A/C Blower Speed 1 Circuit Short to Ground 
3302,B2563,Aux A/C Blower Speed 2 Circuit Failure 
3303,B2564,Aux A/C Blower Speed 2 Circuit Short to Ground 
3304,B2565,Right Tail Lamp Circuit Failure 
3305,B2566,Right Tail Lamp Circuit Short to Ground 
3306,B2567,Reverse Mirror Output Circuit Failure 
3307,B2568,Reverse Mirror Output Circuit Short to Ground 
3308,B2569,Liftgate Disarm Switch Circuit Short to Ground 
3309,B2570,Right Lamp Outage Signal Circuit Short to Ground 
3310,B2571,Left Lamp Outage Signal Circuit Short to Ground 
3311,B2580,Aux Blower Sense Switch Circuit Failure 
3312,B2581,Passenger Seat Occupant Detection Circuit Short To Ground 
3313,B2582,Passenger Seat Occupant Detection Circuit Open 
3314,B2583,Child Seat Detection Circuit Short to Ground 
3315,B2584,Child Seat Detection Circuit Open 
3316,B2585,Anti Theft Input Signal Circuit Short To Battery 
3317,B2586,Headlamp Mode Select Circuit Failure 
3318,B2587,Passenger Seat Occupant Detection Circuit Short To Battery 
3319,B2588,Child Seat Detection Circuit Short To Battery 
3320,B2589,Unexpected Door Reversal During Close 
3321,B2590,Vehicle Park/Speed Signal Circuit Failure 
3322,B2591,Detent Signal Missing During Unlatch 
3323,B2592,PSD Not Fully Closed (Module Commanded Successfully) 
3324,B2593,Power Sliding Door Opened During Module Close Command 
3325,B2594,No Movement Detected After an Unlatch During Power Open 
3326,B2595,Anti Theft Input Signal Circuit Failure 
3327,B2596,Headlamp Aim Output Relay Circuit Short To Battery 
3328,B2597,Headlamp Aim Output Relay Circuit Failure 
3329,B2598,Headlamp Relay Circuit Failure 
3330,B2599,Tailgate Release Open Circuit 
3331,B2600,Double Locking Door Motor Frozen 
3332,B2601,No Latch Signal Sensed on Closing and Door Reversed 
3333,B2602,Missing Latch Signal During Power Sliding Door Unlatch 
3334,B2603,PSD Not Fully Closed During Self-Test 
3335,B2604,Power Sliding Door On/Off Switch Open Circuit 
3336,B2605,Disable Signal Open Circuit 
3337,B2606,A/C Temperature Sensor Out of Range 
3338,U1000,SCP (J1850) Invalid or Missing Data for Primary Id 
3339,U1001,SCP (J1850) Invalid or Missing Data for Primary Id 
3340,U1002,SCP (J1850) Invalid or Missing Data for Primary Id 
3341,U1003,SCP (J1850) Invalid or Missing Data for Primary Id 
3342,U1004,SCP (J1850) Invalid or Missing Data for EEC Programming 
3343,U1005,SCP (J1850) Invalid or Missing Data for EEC Programming 
3344,U1006,SCP (J1850) Invalid or Missing Data for Primary Id 
3345,U1007,SCP (J1850) Invalid or Missing Data for Primary Id 
3346,U1008,SCP (J1850) Invalid or Missing Data for Engine Torque 
3347,U1009,SCP (J1850) Invalid or Missing Data for Engine Torque 
3348,U1010,SCP (J1850) Invalid or Missing Data for Engine Air Intake 
3349,U1011,SCP (J1850) Invalid or Missing Data for Engine Air Intake 
3350,U1012,SCP (J1850) Invalid or Missing Data for Primary Id 
3351,U1013,SCP (J1850) Invalid or Missing Data for Primary Id 
3352,U1014,SCP (J1850) Invalid or Missing Data for Primary Id 
3353,U1015,SCP (J1850) Invalid or Missing Data for Primary Id 
3354,U1016,SCP (J1850) Invalid or Missing Data for Primary Id 
3355,U1017,SCP (J1850) Invalid or Missing Data for Primary Id 
3356,U1018,SCP (J1850) Invalid or Missing Data for Throttle 
3357,U1019,SCP (J1850) Invalid or Missing Data for Throttle 
3358,U1020,SCP (J1850) Invalid or Missing Data for Air Conditioning Clutch 
3359,U1021,SCP (J1850) Invalid or Missing Data for Air Conditioning Clutch 
3360,U1022,SCP (J1850) Invalid or Missing Data for Primary Id 
3361,U1023,SCP (J1850) Invalid or Missing Data for Primary Id 
3362,U1024,SCP (J1850) Invalid or Missing Data for Primary Id 
3363,U1025,SCP (J1850) Invalid or Missing Data for Primary Id 
3364,U1026,SCP (J1850) Invalid or Missing Data for Engine RPM 
3365,U1027,SCP (J1850) Invalid or Missing Data for Engine RPM 
3366,U1028,SCP (J1850) Invalid or Missing Data for Primary Id 
3367,U1029,SCP (J1850) Invalid or Missing Data for Primary Id 
3368,U1030,SCP (J1850) Invalid or Missing Data for Experimental #1 
3369,U1031,SCP (J1850) Invalid or Missing Data for Experimental #1 
3370,U1032,SCP (J1850) Invalid or Missing Data for Primary Id 
3371,U1033,SCP (J1850) Invalid or Missing Data for Primary Id 
3372,U1034,SCP (J1850) Invalid or Missing Data for Primary Id 
3373,U1035,SCP (J1850) Invalid or Missing Data for Primary Id 
3374,U1036,SCP (J1850) Invalid or Missing Data for Wheels 
3375,U1037,SCP (J1850) Invalid or Missing Data for Wheels 
3376,U1038,SCP (J1850) Invalid or Missing Data for Primary Id 
3377,U1039,SCP (J1850) Invalid or Missing Data for Primary Id / Vehicle Speed 
3378,U1040,SCP (J1850) Invalid or Missing Data for Vehicle Speed 
3379,U1041,SCP (J1850) Invalid or Missing Data for Vehicle Speed 
3380,U1042,SCP (J1850) Invalid or Missing Data for Traction Control 
3381,U1043,SCP (J1850) Invalid or Missing Data for Traction Control 
3382,U1044,SCP (J1850) Invalid or Missing Data for Traction Motor 
3383,U1045,SCP (J1850) Invalid or Missing Data for Traction Motor 
3384,U1046,SCP (J1850) Invalid or Missing Data for Primary Id 
3385,U1047,SCP (J1850) Invalid or Missing Data for Primary Id 
3386,U1048,SCP (J1850) Invalid or Missing Data for Primary Id 
3387,U1049,SCP (J1850) Invalid or Missing Data for Primary Id 
3388,U1050,SCP (J1850) Invalid or Missing Data for Brakes 
3389,U1051,SCP (J1850) Invalid or Missing Data for Brakes 
3390,U1052,SCP (J1850) Invalid or Missing Data for Steering / Steering Wheel 
3391,U1053,SCP (J1850) Invalid or Missing Data for Steering / Steering Wheel 
3392,U1054,SCP (J1850) Invalid or Missing Data for Primary Id 
3393,U1055,SCP (J1850) Invalid or Missing Data for Primary Id 
3394,U1056,SCP (J1850) Invalid or Missing Data for Vehicle Configuration 
3395,U1057,SCP (J1850) Invalid or Missing Data for Vehicle Configuration 
3396,U1058,SCP (J1850) Invalid or Missing Data for Transmission / Transaxle / PRNDL 
3397,U1059,SCP (J1850) Invalid or Missing Data for Transmission / Transaxle / PRNDL 
3398,U1060,SCP (J1850) Invalid or Missing Data for Primary Id 
3399,U1061,SCP (J1850) Invalid or Missing Data for Primary Id 
3400,U1062,SCP (J1850) Invalid or Missing Data for Primary Id 
3401,U1063,SCP (J1850) Invalid or Missing Data for Primary Id 
3402,U1064,SCP (J1850) Invalid or Missing Data for Primary Id 
3403,U1065,SCP (J1850) Invalid or Missing Data for Primary Id 
3404,U1066,SCP (J1850) Invalid or Missing Data for Primary Id 
3405,U1067,SCP (J1850) Invalid or Missing Data for Primary Id 
3406,U1068,SCP (J1850) Invalid or Missing Data for Primary Id 
3407,U1069,SCP (J1850) Invalid or Missing Data for Primary Id 
3408,U1070,SCP (J1850) Invalid or Missing Data for Engine Sensors 
3409,U1071,SCP (J1850) Invalid or Missing Data for Engine Sensors 
3410,U1072,SCP (J1850) Invalid or Missing Data for Engine Coolant 
3411,U1073,SCP (J1850) Invalid or Missing Data for Engine Coolant 
3412,U1074,SCP (J1850) Invalid or Missing Data for Engine Oil 
3413,U1075,SCP (J1850) Invalid or Missing Data for Engine Oil Temp 
3414,U1076,SCP (J1850) Invalid or Missing Data for Primary Id 
3415,U1077,SCP (J1850) Invalid or Missing Data for Primary Id 
3416,U1078,SCP (J1850) Invalid or Missing Data for Primary Id 
3417,U1079,SCP (J1850) Invalid or Missing Data for Primary Id 
3418,U1080,SCP (J1850) Invalid or Missing Data for Primary Id 
3419,U1081,SCP (J1850) Invalid or Missing Data for Primary Id 
3420,U1082,SCP (J1850) Invalid or Missing Data for Engine Systems Other 
3421,U1083,SCP (J1850) Invalid or Missing Data for Engine Systems Other 
3422,U1084,SCP (J1850) Invalid or Missing Data for Powertrain Status Request 
3423,U1085,SCP (J1850) Invalid or Missing Data for Powertrain Status Request 
3424,U1086,SCP (J1850) Invalid or Missing Data for Primary Id 
3425,U1087,SCP (J1850) Invalid or Missing Data for Primary Id 
3426,U1088,SCP (J1850) Invalid or Missing Data for Suspension 
3427,U1089,SCP (J1850) Invalid or Missing Data for Suspension 
3428,U1090,SCP (J1850) Invalid or Missing Data for Non-Legislated Diagnostics 
3429,U1091,SCP (J1850) Invalid or Missing Data for Non-Legislated Diagnostics 
3430,U1092,SCP (J1850) Invalid or Missing Data for Primary Id 
3431,U1093,SCP (J1850) Invalid or Missing Data for Primary Id 
3432,U1094,SCP (J1850) Invalid or Missing Data for Experimental #2 
3433,U1095,SCP (J1850) Invalid or Missing Data for Experimental #2 
3434,U1096,SCP (J1850) Invalid or Missing Data for Primary Id 
3435,U1097,SCP (J1850) Invalid or Missing Data for Primary Id 
3436,U1098,SCP (J1850) Invalid or Missing Data for Vehicle Speed Control 
3437,U1099,SCP (J1850) Invalid or Missing Data for Vehicle Speed Control 
3438,U1100,SCP (J1850) Invalid or Missing Data for Primary Id 
3439,U1101,SCP (J1850) Invalid or Missing Data for Primary Id 
3440,U1102,SCP (J1850) Invalid or Missing Data for Primary Id 
3441,U1103,SCP (J1850) Invalid or Missing Data for Primary Id 
3442,U1104,SCP (J1850) Invalid or Missing Data for Chassis Status Request 
3443,U1105,SCP (J1850) Invalid or Missing Data for Chassis Status Request 
3444,U1106,SCP (J1850) Invalid or Missing Data for Legislated Diagnostics 
3445,U1107,SCP (J1850) Invalid or Missing Data for Legislated Diagnostics 
3446,U1108,SCP (J1850) Invalid or Missing Data for Electric Traction Drive (Inverter) 
3447,U1109,SCP (J1850) Invalid or Missing Data for Electric Traction Drive (Inverter) 
3448,U1110,SCP (J1850) Invalid or Missing Data for Primary Id 
3449,U1111,SCP (J1850) Invalid or Missing Data for Primary Id 
3450,U1112,SCP (J1850) Invalid or Missing Data for Primary Id 
3451,U1113,SCP (J1850) Invalid or Missing Data for Primary Id 
3452,U1114,SCP (J1850) Invalid or Missing Data for Charging System 
3453,U1115,SCP (J1850) Invalid or Missing Data for Charging System 
3454,U1116,SCP (J1850) Invalid or Missing Data for Electrical Energy Management 
3455,U1117,SCP (J1850) Invalid or Missing Data for Electrical Energy Management 
3456,U1118,SCP (J1850) Invalid or Missing Data for Primary Id 
3457,U1119,SCP (J1850) Invalid or Missing Data for Primary Id 
3458,U1120,SCP (J1850) Invalid or Missing Data for Primary Id 
3459,U1121,SCP (J1850) Invalid or Missing Data for Primary Id 
3460,U1122,SCP (J1850) Invalid or Missing Data for Odometer 
3461,U1123,SCP (J1850) Invalid or Missing Data for Odometer 
3462,U1124,SCP (J1850) Invalid or Missing Data for Primary Id 
3463,U1125,SCP (J1850) Invalid or Missing Data for Primary Id 
3464,U1126,SCP (J1850) Invalid or Missing Data for Primary Id 
3465,U1127,SCP (J1850) Invalid or Missing Data for Primary Id 
3466,U1128,SCP (J1850) Invalid or Missing Data for Primary Id 
3467,U1129,SCP (J1850) Invalid or Missing Data for Primary Id 
3468,U1130,SCP (J1850) Invalid or Missing Data for Fuel System 
3469,U1131,SCP (J1850) Invalid or Missing Data for Fuel System 
3470,U1132,SCP (J1850) Invalid or Missing Data for Vehicle Motion 
3471,U1133,SCP (J1850) Invalid or Missing Data for Vehicle Motion 
3472,U1134,SCP (J1850) Invalid or Missing Data for Ignition Switch / Starter 
3473,U1135,SCP (J1850) Invalid or Missing Data for Ignition Switch / Starter 
3474,U1136,SCP (J1850) Invalid or Missing Data for Telltales 
3475,U1137,SCP (J1850) Invalid or Missing Data for Telltales 
3476,U1138,SCP (J1850) Invalid or Missing Data for Primary Id 
3477,U1139,SCP (J1850) Invalid or Missing Data for Primary Id 
3478,U1140,SCP (J1850) Invalid or Missing Data for Gateway 
3479,U1141,SCP (J1850) Invalid or Missing Data for Gateway 
3480,U1142,SCP (J1850) Invalid or Missing Data for Primary Id 
3481,U1143,SCP (J1850) Invalid or Missing Data for Primary Id 
3482,U1144,SCP (J1850) Invalid or Missing Data for Primary Id 
3483,U1145,SCP (J1850) Invalid or Missing Data for Primary Id 
3484,U1146,SCP (J1850) Invalid or Missing Data for Vehicle Security 
3485,U1147,SCP (J1850) Invalid or Missing Data for Vehicle Security 
3486,U1148,SCP (J1850) Invalid or Missing Data for Audio Control 
3487,U1149,SCP (J1850) Invalid or Missing Data for Audio Control 
3488,U1150,SCP (J1850) Invalid or Missing Data for Audible Warnings 
3489,U1151,SCP (J1850) Invalid or Missing Data for Audible Warnings 
3490,U1152,SCP (J1850) Invalid or Missing Data for Experimental #3 
3491,U1153,SCP (J1850) Invalid or Missing Data for Experimental #3 
3492,U1154,SCP (J1850) Invalid or Missing Data for Compact Disc 
3493,U1155,SCP (J1850) Invalid or Missing Data for Compact Disc 
3494,U1156,SCP (J1850) Invalid or Missing Data for Digital Signal Processing 
3495,U1157,SCP (J1850) Invalid or Missing Data for Digital Signal Processing 
3496,U1158,SCP (J1850) Invalid or Missing Data for Antenna 
3497,U1159,SCP (J1850) Invalid or Missing Data for Antenna 
3498,U1160,SCP (J1850) Invalid or Missing Data for Primary Id 
3499,U1161,SCP (J1850) Invalid or Missing Data for Primary Id 
3500,U1162,SCP (J1850) Invalid or Missing Data for Digital Audio Tape 
3501,U1163,SCP (J1850) Invalid or Missing Data for Digital Audio Tape 
3502,U1164,SCP (J1850) Invalid or Missing Data for Tuner / Receiver 
3503,U1165,SCP (J1850) Invalid or Missing Data for Tuner / Receiver 
